
author,time,text,coordinates,place
Cunneen92,2020-01-28 22:59:45,Very grateful for Warren's generosity in sharing his preview with me. Working in analytics for the last few years has taken my appreciation of the work he does to the next level. The best in the business.,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'IE', url=u'https://api.twitter.com/1.1/geo/id/54e862bb3ff2f749.json', country=u'Ireland', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-9.366822, 52.279971], [-9.366822, 52.756858], [-8.155816, 52.756858], [-8.155816, 52.279971]]]), full_name=u'Limerick, Ireland', attributes={}, id=u'54e862bb3ff2f749', name=u'Limerick')"
kameroncasey14,2020-01-28 22:59:45,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
ktrain_11,2020-01-28 22:59:45,"RT @SarahSpain: It's @SpainandCompany NOW on @espnradio! 

@CourtneyRCronin joins me to talk Super Bowl Opening Night, the weirdest SB LIV…",,
BelovedJC84,2020-01-28 22:59:46,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
CDeMegz,2020-01-28 22:59:47,@49ersCryssy @JimmyG_10 @49ers He’s going to fuck shit up come Sunday,,
Peg_city_rugby,2020-01-28 22:59:47,@danorlovsky7 @49ers How have they neutralized every other team?,,
NFLHuddle,2020-01-28 22:59:47,NFL 100 Super Bowl LIV Commercial | Trailer – NFL https://t.co/bQw6ZIen9f https://t.co/TylhqKIcjh,,
JimCosta_,2020-01-28 22:59:48,"RT @NextGenStats: No offense runs more out of I-Formation than the 49ers (43%), while no defense allows more yards per carry vs I-Formation…",,
damizzyfbaby,2020-01-28 22:59:48,"RT @Jeff_McLane: MIAMI — If Chiefs’ Mike Kafka is no longer a possibility, #Eagles could have interest in 49ers’ Mike McDaniel and Mike LaF…",,
GrantMcMullen3,2020-01-28 22:59:48,@NFL @DiGiorno Is this a joke ? Better question will all Jimmy Garoppolo‘s passing yards for the playoffs add up to one of Patrick Mahomes games?,,
Michael71571340,2020-01-28 22:59:50,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
HALSCRIB,2020-01-28 22:59:50,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
susanhiland,2020-01-28 22:59:51,Playing the ⁦@Chiefs⁩ song as ⁦@NKCSchools⁩ students arrive at ⁦@Gateway6NKC⁩! @kmbc reports on celebrating #ChiefsKindgom and #SBLIV. #GoChiefs https://t.co/MDouQ6c2Cu,,
_Madison_54,2020-01-28 22:59:52,"RT @WWEonFOX: Special @FoxSports correspondent, 'The Big Dog' @WWERomanReigns made 'Opening Night' of #SB54 his yard when he interviewed so…",,
RobertMEdwards3,2020-01-28 22:59:52,"RT @RocketMortgage: Halftime = $500,000 winner.
End of Super Bowl LIV = $500,000 winner.

Enter for FREE for your chance to win one of TWO…",,
TheBWordMedia,2020-01-28 22:59:53,"RT @BFawkesESPN: Biggest Super Bowl LIV wagers:

1. $684K on 49ers +2 (-114) at DraftKings (NJ)

2. $550K on Chiefs -1 at Bellagio  (NV)

3…",,
JasonLieser,2020-01-28 22:59:54,"Eddy Pineiro fully expects the Bears to sign a kicker this spring and he's ready for the fight--

https://t.co/xqRkBykAD9",,
Bsadie123,2020-01-28 22:59:56,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
SakibArain,2020-01-28 22:59:58,"RT @WWEonFOX: Special @FoxSports correspondent, 'The Big Dog' @WWERomanReigns made 'Opening Night' of #SB54 his yard when he interviewed so…",,
EranFabian,2020-01-28 22:59:59,Should’ve called @FIUFootball 🤔,,
580Sportstalk,2020-01-28 23:00:00,"ICYMI - A #ChiefsKingdom film room from @BrendanDzw breaking down what the Chiefs can do to harass Jimmy Garoppolo on Sunday:

https://t.co/a0qKfMhLho",,
gmfb,2020-01-28 23:00:00,ICYMI: NFL Legend @kurt13warner joined #GMFB live from Miami to talk all things @SuperBowl LIV ⬇️⬇️⬇️ https://t.co/nI9VfNAgAA,,
NFL,2020-01-28 23:00:00,"Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https://t.co/p8HcRaI3rM",,
RepSamGraves,2020-01-28 23:00:00,Great meeting with Kansas City Mayor @QuintonLucasKC today to discuss the need for getting critical infrastructure projects like Buck O'Neil Bridge done... and about our shared love of the Kansas City @Chiefs! https://t.co/NiH9oggM5T,,
FOXSports,2020-01-28 23:00:00,"""We were best friends instead of Father-Son. I took all that in... I was so lucky."" 

Joe @Buck joins us from Miami and talks about his relationship with his father: https://t.co/MPWE8VrS40",,
rotounderworld,2020-01-28 23:00:00,"Most Quarterback Danger Plays:
1. Jameis Winston: 66
2. Daniel Jones: 51
3. Jared Goff: 48
4. Kyle Allen: 46
5. Carson Wentz: 45
5. Philip Rivers: 45
7. Jimmy Garoppolo: 43
8. Andy Dalton: 40
9. Baker Mayfield: 35
10. Gardner Minshew: 34 https://t.co/VxqTWKNLfd",,
mikeson,2020-01-28 23:00:00,"If the 49ers deny Mahomes and the Chiefs the ball, can Kansas City still win? @BaldyNFL isn't so sure. #SBLIV https://t.co/kpgVNKnQTh",,
them,2020-01-28 23:00:00,She's also the first female coach to go to the Super Bowl in NFL history. https://t.co/B6qfBAqh2l,,
knoxnews,2020-01-28 23:00:00,"His father has two, his younger brother has one... now former Tennessee punter Dustin Colquitt wants his Super Bowl ring. https://t.co/LBm63YZBua",,
Armando081123,2020-01-28 23:00:01,RT @NinersNation: their bromance is hilarious,,
bubbysiss,2020-01-28 23:00:02,"RT @donovanjmcnabb: Starting to get amped for the game this weekend. Miami will be a fun fun place to be. Reuniting with old friends, playe…",,
djhollman12,2020-01-28 23:00:02,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
stratta,2020-01-28 23:00:04,The @49ers scored 28 more points in the regular season than the @Chiefs did 🤨🤨🤨,,
go4itbas,2020-01-28 23:00:05,RT @gailsline: @JuliusMaresh @FOXTV @Foxsport @FOXTV  &amp; @FOXSports There are thousands who have survived abortion... Their stories are  imp…,,
distasio34,2020-01-28 23:00:05,@bastarache_emma @Chiefs Happy Birthday!!!!,,
kmbc,2020-01-28 23:00:06,LENNY THE LEGEND! The @Chiefs’ only Super Bowl-winning quarterback (for now) Len Dawson was back in the @KMBC studios on Tuesday. Dawson was back to fire up the staff &amp; get them ready for #SuperBowl Sunday! 🐐❤️💛 #ChiefsKingdom #SBLIV #SuperBowlLIV https://t.co/SEDpunWeDo https://t.co/UCBvfOn6zz,,
hector048210,2020-01-28 23:00:07,"RT @NFL: The @49ers take the stage in Miami for #SBOpeningNight. #GoNiners #SBLIV

📺: @nflnetwork https://t.co/IKMZKAtSK0",,
Pedroffernande4,2020-01-28 23:00:09,Check out Kansas City chiefs super bowlL NFL  ASHTRAY AND LIGHTER GIFT SET FOOTBALL #Unbranded https://t.co/O8AduoNynq via @eBay,,
Marcus_Reyes20,2020-01-28 23:00:10,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
BloggingTheBoys,2020-01-28 23:00:10,"We caught up with the former Cowboys at Super Bowl LIV.

They all had good things to say about their time in Dallas. https://t.co/gJ6LeTN2TK",,
jayharr69436885,2020-01-28 23:00:11,RT @TheChiefsWire: Ranking the top 100 players in Kansas City Chiefs history https://t.co/JoHdUxEY8j,,
efsantiago24,2020-01-28 23:00:13,Good luck Jayden 🙏!! God bless you Son . Way to go Mom and Dad !!,,
ThatDallasGuy87,2020-01-28 23:00:13,"RT @JoriEpstein: Cowboys Hall of Famer Troy Aikman on Kobe Bryant: ""We never know when our time’s going to come. But whenever the time come…",,
Locke_Norm,2020-01-28 23:00:13,"RT @CameronWolfe: Patrick Mahomes II will be the 7th black QB to start in a Super Bowl and could be the 3rd to win one.

Mahomes opened up…",,
BuckleyDeionte,2020-01-28 23:00:15,"RT @Colts: With a little help from @BobbyOkereke, we surprised Tate with a trip to Super Bowl LIV!  ☀️⛱

Tune in before kickoff Sunday to s…",,
SusanGonzalez80,2020-01-28 23:00:16,RT and like..  You know who deserves a Superbowl ticket... #58 Mom! DT strived worked so hard and he loved his Chiefs.  She should be on that side rooting on Chiefs for DT's memory @ArrowheadPride @Chiefs @ChiefsReporter @ArrowheadAddict #DerrickThomas https://t.co/FwumP1nQgx,,
ChewyMoose,2020-01-28 23:00:17,@Greenblatt1 @dararahim1 @Chiefs Absolutely. Name ur price. Don’t need the pt 🥳,,
_william215,2020-01-28 23:00:17,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
Rican219Jr,2020-01-28 23:00:18,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
orangeskin,2020-01-28 23:00:18,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
iam_lapjr,2020-01-28 23:00:19,"RT @HawkHaterTV: Every ""expert"" on TV is riding Patrick Mahomes' jock....Meanwhile most players are siding with the 49ers because THEY ACTU…",,
buzzpoptv,2020-01-28 23:00:21,"""More and more, Hollywood studios are migrating to the pregame and postgame shows, where an ad can cost half as much. This year, a 30-second spot airing during Super Bowl LIV carries a steep price tag of $5.6 million."" https://t.co/NMX8m2P2CB

#SuperBowlSunday #TrailerGeddon",,
LugerLab,2020-01-28 23:00:21,very watchable. Seriously. Watch it! Better than @SuperBowl. maybe even better than puppybowl.,,
serch8817,2020-01-28 23:00:23,@49ers Can they send me a jersey?? In México they're sold out... please!!! 😥😥😥😥😥😥😥😥😥,,
HollywoodbetsUK,2020-01-28 23:00:23,"Fancy Patrick Mahomes to be named the MVP of Super Bowl LIV?

That's just one of our current Boosts 👉 https://t.co/l333FzcUva https://t.co/EEQh3NySOW",,
chiefsace,2020-01-28 23:00:26,RT @ChasingSnyder: This is my favorite Jackson Mahomes TikTok. Thankful for Patrick’s reaction. https://t.co/75NTCPhzKR,,
Al3x8924,2020-01-28 23:00:27,"RT @NBCS49ers: Patrick Mahomes came into the league with all the talent to succeed, but he knows his time with Alex Smith accelerated his r…",,
sv2phx,2020-01-28 23:00:29,@danorlovsky7 @TrackStarGazing @49ers I laughed when u ran out the back of the end zone,,
slotfade,2020-01-28 23:00:30,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
sunjournal,2020-01-28 23:00:30,"The Hot Corner: @Patriots fans, get off the wall and into the @SuperBowl https://t.co/qmteafDOXn via @oaksie72 @Sports_SJ #Patriots #SuperBowl https://t.co/IrH4z2rZIE",,
iam_lapjr,2020-01-28 23:00:31,"RT @MattBowen41: More play-action stats on #49ers QB Jimmy Garoppolo...

Throws to the middle of the field (inside the numbers) — 

• 1,042…",,
ameliahyesook,2020-01-28 23:00:32,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
mrY0rk2,2020-01-28 23:00:33,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
ShaftonP,2020-01-28 23:00:33,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
luckyizzy55,2020-01-28 23:00:33,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
PatMahomesSZN,2020-01-28 23:00:33,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
MidcoSNKansas,2020-01-28 23:00:37,"The Jayhawks, the Chiefs and crazy weekend prop bets - it's all part of this edition of @23rdStBrewery Minute Pick'em with Matt Llewellyn.  

 #MidcoSNKansas | #PropBets | #23rdStBrewery | @KUHoops | @Chiefs https://t.co/TyLiD3TiZf",,
TopShelfBreaks,2020-01-28 23:00:38,RT @gmfb: ICYMI: NFL Legend @kurt13warner joined #GMFB live from Miami to talk all things @SuperBowl LIV ⬇️⬇️⬇️ https://t.co/nI9VfNAgAA,,
Travis_Erwin_,2020-01-28 23:00:38,@Chiefs @MissouriLottery Mines gonna get to me after the super bowl.😔,,
Mike_Ekey,2020-01-28 23:00:38,RT @kmbc: LENNY THE LEGEND! The @Chiefs’ only Super Bowl-winning quarterback (for now) Len Dawson was back in the @KMBC studios on Tuesday.…,,
Clay_Dough17,2020-01-28 23:00:39,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
chrispilz,2020-01-28 23:00:41,5 reasons 49ers will win Super Bowl 54 (via @RuckerHaringey) https://t.co/F9yKh9hACA,,
WormLyy,2020-01-28 23:00:41,"RT @TheSFNiners: The man, the myth, the legend: 

Jimmy Garoppolo 

#49ers https://t.co/HGHQZxN3Fx",,
CowboysTalkFan,2020-01-28 23:00:42,The Cowboys roster is good but I think people do overrate it dramatically. It’s a roster that should get in the playoffs tho..,,
QuietGirl1992,2020-01-28 23:00:42,"RT @NFLonFOX: Gold end zone for the @Chiefs 

#SB54 🙌💛 https://t.co/ozNoFiUK1a",,
49ersAcademy,2020-01-28 23:00:42,No one's more excited for the @49ers than our students! They have some words of wisdom for the team before the big game this Sunday. https://t.co/i7wFe7dggE,,
ChiefsKingdm,2020-01-28 23:00:43,@Chiefs @MissouriLottery Let’s goo https://t.co/TrTubSGYTp,,
CurrierLouie,2020-01-28 23:00:44,"RT @NextGenStats: No offense runs more out of I-Formation than the 49ers (43%), while no defense allows more yards per carry vs I-Formation…",,
MattLayden1,2020-01-28 23:00:45,"@SprungOnSports @FOXSports @HannahStormESPN @sam_ponder @ALaForce For @MLBONFOX, that is, as studio hosts.",,
FreedomUnfurled,2020-01-28 23:00:46,@Chiefs Packer fan here. Go Chiefs! 🏈,,
DaRealJavanDEAN,2020-01-28 23:00:46,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
sbiamosque,2020-01-28 23:00:46,Join us this Sunday @sbiamosque in #SanJose as we cheer on our hometown team the @49ers in #superbowl 54. Snacks &amp; halal food will be provided. RSVP is required here:… https://t.co/Q8fnHuXYGf,,
CallAFS,2020-01-28 23:00:48,"With the average Super Bowl LIV ticket already above $5,000, 49er Faithful who want to cheer on their team in Miami will have their dedication and their bank accounts tested. https://t.co/Y5VLKVnPDH https://t.co/p4GUClPRHw",,
mmeemaww,2020-01-28 23:00:48,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
RJP33ZY,2020-01-28 23:00:49,@trevcampbell6 @JWright929espn @danorlovsky7 @49ers You mentioned LaFleur but that tweet looks like it go deleted. My point is - those run schemes are complete not applicable to what the Niners do - also Houston’s rushing attack?,,
aelizabethclark,2020-01-28 23:00:51,"RT @rebeccanagle: “All along, our goal has been to use our platform to create an awareness and understanding of Native cultures” says @Chie…",,
KPIXtv,2020-01-28 23:00:51,#NINERGANG: @JimmyG_10 @gkittle46 and @RSherman_25 discuss the camaraderie among the @49ers https://t.co/UDdR9JusVT https://t.co/qHUkfC1TdO,,
Chrisahull,2020-01-28 23:00:54,RT @kmbc: LENNY THE LEGEND! The @Chiefs’ only Super Bowl-winning quarterback (for now) Len Dawson was back in the @KMBC studios on Tuesday.…,,
Dos_Bag9,2020-01-28 23:00:54,"RT @ByNateTaylor: Just FYI, Andy Reid is wearing all white Air Force 1s for the NFL’s Opening Night.",,
chrispilz,2020-01-28 23:00:55,5 reasons the Chiefs will win Super Bowl 54 (via @fansided) https://t.co/CCBlEcM4Lp,,
Miami_Eatz,2020-01-28 23:00:58,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
CardHoard,2020-01-28 23:00:59,"Enter the Super Bowl LIV prediction contest for a chance to win 25,000 diamonds! https://t.co/hHfPcG3UTq #HUDDLE https://t.co/xYLn6h9UD4",,
patsdynastygoa1,2020-01-28 23:01:00,@NFL @PatrickMahomes @Chiefs YAY 15th time posting this woooooooo,,
PitufoEdgar,2020-01-28 23:01:00,@emeyecee @DustinLin17 @Eric61599599 @danorlovsky7 @49ers Going back to be final 6 games since the Saints game he’s had 4 turnovers last one is against Minnesota and then it’s run dominate cuz Kyle doesn’t want him passing it touch much 🙏,,
JCane_4,2020-01-28 23:01:00,"RT @AG_dre_90: Every major football, soccer and tennis event wants to be at our stadium",,
DefofoMVP,2020-01-28 23:01:01,@NFL @Chiefs @TheRealFrankC_ @Bridgestone I think nick bosa is right behind him at 3 if that means anything,,
c_ramosp99,2020-01-28 23:01:01,"RT @TheHerd: ""Jimmy G, not Patrick Mahomes could end up being the MVP on Sunday."" 

@ColinCowherd on why he believes in the 49ers QB: https…",,
AULnel,2020-01-28 23:01:02,@FOXSports are you too chicken to play this ad? You’ll show who knows what kind of filth but you won’t show this? Absurd!! You should be ashamed!,,
Thebull03578714,2020-01-28 23:01:02,@NFL @nflcommish I really hope you are not showing a black man getting shot by a white cop during a Super Bowl Commercial. @espn @FOXSports,,
